시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
홍성전통시장,상설장+5일장,충청남도 홍성군 홍성읍 홍성천길 242,충청남도 홍성군 홍성읍 대교리 400-1,1일+6일,36.6021512550,126.6680232056,220,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1943,041-632-8833,2024-07-22,B553077,소상공인시장진흥공단
괴산전통시장,상설장+5일장,충청북도 괴산군 괴산읍 읍내로 15길8-8,충청북도 괴산군 괴산읍 동부리 560-1,3일+8일,36.8112185700,127.7950238000,148,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+제조,,,Y,Y,1970,043-832-0250,2024-07-22,B553077,소상공인시장진흥공단
목도재래시장,상설장+5일장,충청북도 괴산군 불정면 목도로4길 11,충청북도 괴산군 불정면 목도리 308-9,4일+9일,36.8720472300,127.8530539000,72,농산물+축산물+수산물+가공식품+가정용품+음식점,,,Y,Y,1970,,2024-07-22,B553077,소상공인시장진흥공단
연풍전통시장,상설장+5일장,충청북도 괴산군 연풍면 향교로홍문길 5,충청북도 괴산군 연풍면 행촌리 611-1,2일+7일,36.7647243600,127.9951069000,72,농산물+축산물+가공식품+음식점,,,Y,Y,1970,,2024-07-22,B553077,소상공인시장진흥공단
청천전통시장,상설장+5일장,충청북도 괴산군 청천면 청천2길 10,충청북도 괴산군 청천면 청천리 62-11,5일+10일,36.6591423842,127.7378486424,104,농산물+음식점,,,Y,Y,1964,043-834-6636,2024-07-22,B553077,소상공인시장진흥공단
단양구경시장(단양인정시장),상설장+5일장,충청북도 단양군 단양읍 도전5길 31,충청북도 단양군 단양읍 도전리 615,1일+6일,36.9824912500,128.3699808000,120,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,,,Y,Y,1985,043-422-1706,2024-07-22,B553077,소상공인시장진흥공단
매포전통시장(매포재래시장),상설장+5일장,충청북도 단양군 매포읍 평동24길 8,충청북도 단양군 매포읍 평동리 1139,4일+9일,37.0342204500,128.2990703000,62,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1992,043-422-8181,2024-07-22,B553077,소상공인시장진흥공단
결초보은시장(구 보은종합시장),상설장+5일장,충청북도 보은군 보은읍 삼산로3길 12-1,충청북도 보은군 보은읍 삼산리 31-15,1일+6일,36.4829203610,127.7193208719,115,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+공예,,,Y,Y,1964,043-543-1211,2024-07-22,B553077,소상공인시장진흥공단
보은전통시장,상설장+5일장,충청북도 보은군 삼산로 17- 1,충청북도 보은군 삼산리 139-20,1일+6일,35.94179542,126.9501104,55,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+커피,,https://facebook.com/BoeunM,Y,Y,1964,043-543-6688,2024-07-22,B553077,소상공인시장진흥공단
삼승원남시장(원남재래시장),상설장+5일장,충청북도 보은군 삼승면 삼승탄부로 12,충청북도 보은군 삼승면 원남리 191,3일+8일,36.3969212856,127.7331449159,70,농산물+축산물+가공식품+가정용품+음식점+철물점,,,Y,Y,1964,,2024-07-22,B553077,소상공인시장진흥공단
회인재래시장,상설장+5일장,충청북도 보은근 회인면 회인로 34,충청북도 보은군 회인면 중앙리 59-15,4일+9일,36.4905191301,127.5978573008,48,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+사무실,,,Y,N,1981,043-733-2243,2024-07-22,B553077,소상공인시장진흥공단
옥천상가,상설장,충청북도 옥천군 옥천읍 삼금로 45,충청북도 옥천군 옥천읍 금구리 5-7,매일,36.3023921393,127.5682129950,54,농산물+축산물+수산물+의류+신발+가정용품+음식점+커피,,,Y,Y,1977,043-733-2243,2024-07-22,B553077,소상공인시장진흥공단
옥천공설시장,상설장,충청북도 옥천군 옥천읍 삼금로 5길 5-14,충청북도 옥천군 옥천읍 금구리 5-68,매일,36.3025129601,127.5679151610,29,농산물+수산물+가공식품+가정용품+음식점,,,Y,Y,1964,043-731-9800,2024-07-22,B553077,소상공인시장진흥공단
감곡시장,상설장+5일장,충청북도 음성군 감곡면 장감로 132번길 22,충청북도 음성군 감곡면 왕장리 525-8,3일+8일,37.1182293900,127.6391738000,50,농산물+축산물+수산물+가공식품+의류+가정용품,,,Y,Y,1960,,2024-07-22,B553077,소상공인시장진흥공단
무극시장,상설장+5일장,충청북도 음성군 금왕읍 무극로 308번길 12- 12,충청북도 음성군 금왕읍 무극리 77-17,5일+10일,36.9926776733,127.5960038237,108,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1950,043-883-7003,2024-07-22,B553077,소상공인시장진흥공단
대소시장,상설장+5일장,충청북도 음성군 대소면 오산로 36,충청북도 음성군 대소면 오산리 186-6,3일+8일,36.9665446000,127.4850192000,82,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,,2024-07-22,B553077,소상공인시장진흥공단
삼성시장,상설장+5일장,충청북도 음성군 삼성면 대성로 608-2,충청북도 음성군 삼성면 덕정리 534-17,1일+6일,37.0180090700,127.4991977000,61,농산물+축산물+수산물+의류+신발+가정용품+음식점,,,Y,Y,1960,,2024-07-22,B553077,소상공인시장진흥공단
음성시장,상설장+5일장,충청북도 음성군 음성읍 문화1길 14,충청북도 음성군 음성읍 읍내리 249-11,2일+7일,36.9381659400,127.6921265000,160,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1950,043-873-1256,2024-07-22,B553077,소상공인시장진흥공단
덕산면전통시장,상설장+5일장,충청북도 제천시 덕산면 약초로 3길 24,충청북도 제천시 덕산면 도전리 431-2,4일+9일,36.9085845220,128.1679799028,50,가공식품+음식점,,,Y,Y,2007,043-651-9417,2024-07-22,B553077,소상공인시장진흥공단
박달재전통시장,상설장+5일장,충청북도 제천시 백운면 평동로 4-8,충청북도 제천시 백운면지번주소 평동리 220-2,1일+6일,37.1382085800,128.0225682000,45,농산물+축산물+가공식품+의류+가정용품+음식점,,,Y,Y,2012,043-653-2114,2024-07-22,B553077,소상공인시장진흥공단
동부시장,상설장,충청남도 보령시 구상가길 14-5,충청남도 보령시 대천동 618-64,매일,36.3493636348,126.5970000394,67,농산물,,,Y,Y,1960,,2024-07-22,B553077,소상공인시장진흥공단
보령중앙시장,상설장+5일장,충청남도 보령시 대천동 중앙시장1길 2,충청남도 보령시 대천동 331-7,3일+8일,36.3508551944,126.5941055371,149,수산물,,,Y,Y,1960,041-936-4554,2024-07-22,B553077,소상공인시장진흥공단
보령한내시장,상설장+5일장,충청남도 보령시 정화로길 13,충청남도 보령시 대천동 197-1,3일+8일,36.3496261475,126.5958261765,178,농산물,,,Y,Y,1960,041-931-8485,2024-07-22,B553077,소상공인시장진흥공단
현대시장(현대상가시장),상설장,충청남도 보령시 대흥로 16,충청남도 보령시 대천동 618-69,매일,36.3489074366,126.5969395601,53,농산물+가정용품+음식점,,,Y,N,1960,,2024-07-22,B553077,소상공인시장진흥공단
대천항종합수산물시장,상설장,충청남도 보령시 대천항로 370,충청남도 보령시 신흑동 2240-7,매일,36.3266091078,126.5061075044,117,수산물,,,Y,Y,1960,041-931-7087,2024-07-22,B553077,소상공인시장진흥공단
웅천시장,상설장+5일장,충청남도 보령시 웅천읍 장터4길 24,충청남도 보령시 웅천읍 대창리 432-1,2일+7일,36.2329900405,126.6012675402,83,농산물,,,Y,Y,1928,041-933-1452,2024-07-22,B553077,소상공인시장진흥공단
부여시장,상설장+5일장,충청남도 부여군 부여읍 성왕로173번길 12,충청남도 부여군 부여읍 구아리 432,5일+10일,36.2814944137,126.9075581238,86,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1916,041-832-0113,2024-07-22,B553077,소상공인시장진흥공단
부여중앙시장,상설장,충청남도 부여군 부여읍 중앙로13번길 14-3,충청남도 부여군 부여읍 구아리 164-1,매일,36.2819192104,126.9121887676,70,농산물+축산물+수산물,,,Y,Y,1945,041-835-7710,2024-07-22,B553077,소상공인시장진흥공단
대산종합시장,상설장,충청남도 서산시 대산읍 충의로 1942,충청남도 서산시 대산읍 대산리 119,매일,36.9380045429,126.4339428561,64,의류+신발+가정용품+음식점,,,Y,Y,2000,041-681-7845,2024-07-22,B553077,소상공인시장진흥공단
서산동부전통시장(동부시장),상설장,충청남도 서산시 시장5로 15,충청남도 서산시 동문동 900-3,매일,36.7818248700,126.4564473000,245,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,https://cafe.naver.com/ssmarket2021,Y,Y,1956,041-665-5478,2024-07-22,B553077,소상공인시장진흥공단
해미시장,상설장,충청남도 서산시 읍성마을2길 16,충청남도 서산시 읍내리 202,매일,35.06452803,126.5227575,71,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1924,041-688-3100,2024-07-22,B553077,소상공인시장진흥공단
해미종합시장,상설장,충청남도 서산시 해미면 남문1로 47 48 2동,충청남도 서산시 읍내리 184-1,매일,35.1812866,126.6038863,46,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1997,041-688-7757,2024-07-22,B553077,소상공인시장진흥공단
서천특화시장,상설장+5일장,충청남도 서천군 서천읍 충절로 42,충청남도 서천군 서천읍 군사리 686-1,2일+7일,36.0750211905,126.6868202035,336,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,https://blog.naver.com/scmart2020,Y,Y,2004,041-951-1445,2024-07-22,B553077,소상공인시장진흥공단
장항전통시장,상설장+5일장,충청남도 서천군 장항읍 성화로 104,충청남도 서천군 장항읍 신창리 110,3일+8일,36.0155606578,126.6945719385,105,수산물+음식점,,,Y,Y,2010,041-957-0435,2024-07-22,B553077,소상공인시장진흥공단
둔포전통시장(둔포시장),상설장+5일장,충청남도 아산시 둔포면 둔포면로 25번길 15,충청남도 아산시 둔포면 둔포리 450-8,2일+7일,36.9294790474,127.0360401020,155,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1960,,2024-07-22,B553077,소상공인시장진흥공단
온양온천시장(온양전통시장),상설장+5일장,충청남도 아산시 시장길 29,충청남도 아산시 온천동 94-6,4일+9일,36.7832919018,127.0042321822,377,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1974,041-534-2008,2024-07-22,B553077,소상공인시장진흥공단
고덕시장,상설장+5일장,충청남도 예산군 고덕면 용고길 342,충청남도 예산군 고덕면 대천리 783-3,3일+8일,36.7439262015,126.7052143115,30,농산물+축산물+수산물+가공식품+의류+신발+음식점+근린생활서비스,,,Y,Y,1961,,2024-07-22,B553077,소상공인시장진흥공단
역전시장,상설장+5일장,충청남도 예산군 역전로 84,충청남도 예산군 산성리 356-7,3일+8일,35.05926921,126.9836332,37,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1955,,2024-07-22,B553077,소상공인시장진흥공단
예산상설시장,상설장+5일장,충청남도 예산군 형제고개로 967,충청남도 예산군 예산리 333-1,5일+10일,35.43256238,126.6984884,100,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1981,041-333-3318,2024-07-22,B553077,소상공인시장진흥공단
천안역전시장,상설장,충청남도 천안시 동남구 공설시장1길 9,충청남도 천안시 동남구 대흥동 63-3,매일,36.8099075700,127.1489083000,120,농산물+축산물+의류+가정용품+음식점,,,Y,Y,1955,041-522-9954,2024-07-22,B553077,소상공인시장진흥공단
천안중앙시장(구 남산중앙시장),상설장,충청남도 천안시 동남구 사직로 7,,매일,36.8007207900,127.1493019000,520,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,www.천안중앙시장.com,Y,Y,1918,041-553-1135,2024-07-22,B553077,소상공인시장진흥공단
병천시장,상설장+5일장,충청남도 천안시 동남구 병천면 아우내장터1길 46,충청남도 천안시 동남구 병천면 병천리 163-2,1일+6일,36.7624224885,127.2981610419,160,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1918,,2024-07-22,B553077,소상공인시장진흥공단
성환이화시장,상설장+5일장,충청남도 천안시 서북구 성환읍 성환중앙로 50,충청남도 천안시 서북구 성환읍 성환리 449-1111,1일+6일,36.9181062700,127.1309131000,88,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1914,,2024-07-22,B553077,소상공인시장진흥공단
성정시장,상설장,충청남도 천안시 서북구 양지21길 31,충청남도 천안시 서북구 성정동 736-7,매일,36.8126657204,127.1392115565,71,농산물+축산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1988,070-4232-8259,2024-07-22,B553077,소상공인시장진흥공단
청양전통시장,상설장+5일장,충청남도 청양군 칠갑산로6길 6,충청남도 청양군 읍내리 178-4,2일+7일,35.98551839,126.7201286,53,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1971,041-942-8441,2024-07-22,B553077,소상공인시장진흥공단
정산시장,상설장+5일장,충청남도 청양군 정산면 정현길 54,충청남도 청양군 정산면 서정리 163,5일+10일,36.4105941652,126.9480175891,104,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1919,041-942-0833,2024-07-22,B553077,소상공인시장진흥공단
산성뿌리전통시장,상설장,대전광역시 중구 대둔산로 420,대전광역시 중구 산성동 285-1,매일,36.3065577947,127.3871262524,53,농산물+축산물+수산물+가공식품+신발+음식점,,,Y,Y,1991,042-583-3128,2024-07-22,B553077,소상공인시장진흥공단
오류전통시장,상설장,대전광역시 중구 계룡로882번길 72,대전광역시 중구 오류동 162-16,매일,36.3219588274,127.4079506711,45,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1985,,2024-07-22,B553077,소상공인시장진흥공단
용두전통시장,상설장,대전광역시 중구 계룡로 881번길 53,대전광역시 중구 용두동 12-2,매일,36.3234068768,127.4145668406,27,농산물+축산물+가공식품+의류+음식점,,,N,N,1962,,2024-07-22,B553077,소상공인시장진흥공단
유천전통시장,상설장,대전광역시 중구 문화로 105번길 113,대전광역시 중구 유천동 303-10,매일,36.3172105786,127.3954895519,71,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1982,,2024-07-22,B553077,소상공인시장진흥공단
태평전통시장,상설장,대전광역시 중구 수침로 55번길 56,대전광역시 중구 태평동 333-8,매일,36.3259452395,127.3976940154,142,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,www.taepyung-market.kr,Y,Y,1980,042-536-8260,2024-07-22,B553077,소상공인시장진흥공단
세종대평시장,상설장+5일장,세종특별자치시 금남면 대평시장1길 17-2,세종특별자치시 금남면 용포리 205-42,5일+10일,36.4672673312,127.2820587935,79,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1946,044-867-3838,2024-07-22,B553077,소상공인시장진흥공단
부강전통시장,상설장+5일장,세종특별자치시 부강면 부강5길 18,세종특별자치시 부강면 부강리 475-1,5일+10일,36.5285011800,127.3688825000,92,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,044-863-4251,2024-07-22,B553077,소상공인시장진흥공단
전의왕의물시장,상설장+5일장,세종특별자치시 전의면 장터길33,세종특별자치시 전의면 읍내리 236-2 전의시장고객편의시설,2일+7일,36.6777403400,127.2058789000,81,의류+음식점,,,Y,Y,1946,,2024-07-22,B553077,소상공인시장진흥공단
세종전통시장,상설장+5일장,세종특별자치시 조치원읍 조치원8길 42,세종특별자치시 조치원읍 정리 19-1,4일+9일,36.5997893500,127.3006116000,331,농산물+축산물+수산물,,,Y,Y,1931,044-868-4209,2024-07-22,B553077,소상공인시장진흥공단
공주산성시장,상설장+5일장,충청남도 공주시 용당길 22,충청남도 공주시 산성동 190-1,1일+6일,36.4588177200,127.1226143000,567,농산물+축산물+수산물+의류+음식점,,,Y,Y,1937,041-856-5427,2024-07-22,B553077,소상공인시장진흥공단
유구시장,상설장+5일장,충청남도 공주시 유구읍 시장길 28,충청남도 공주시 유구읍 석남리 276-5,3일+8일,36.5527023715,126.9518558795,72,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,www.유구시장vr.com,Y,Y,1928,,2024-07-22,B553077,소상공인시장진흥공단
산성시장활성화구역,상설장,충청남도 공주시 국고개길 11,충청남도 공주시 중동 63,매일,36.4548821200,127.1256780000,257,의류+음식점+서비스업,,https://blog.naver.com/sansung8657,Y,Y,1937,041-854-0036,2024-07-22,B553077,소상공인시장진흥공단
금산수삼센타,상설장+5일장,충청남도 금산군 금산읍 인삼약초로 24,충청남도 금산군 금산읍 중도리 24,2일+7일,36.1001015617,127.4964496844,292,농산물+가공식품,,www.susamcenter.co.kr,Y,Y,1988,041-754-3161,2024-07-22,B553077,소상공인시장진흥공단
금산금빛시장(금산시장),상설장+5일장,충청남도 금산군 금산읍 금산천길 98,충청남도 금산군 금산읍 하옥리 335-12,2일+7일,36.0995124651,127.4909759857,211,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1981,041-754-2376,2024-07-22,B553077,소상공인시장진흥공단
금산국제인삼시장(금산인삼국제시장),상설장,충청남도 금산군 금산읍 인삼약초로 45,충청남도 금산군 금산읍 중도리 8-1,매일,36.1019179388,127.4983403194,203,농산물,,,Y,Y,1986,041-752-1815,2024-07-22,B553077,소상공인시장진흥공단
중부프라자,상설장,충청남도 금산군 금산읍 비범로 19,충청남도 금산군 금산읍 상리 89-4,매일,36.1045342629,127.4910211141,22,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1981,041-753-9447,2024-07-22,B553077,소상공인시장진흥공단
금산인삼전통시장,상설장+5일장,충청남도 금산군 금산읍 건삼전1길 20-8,충청남도 금산군 금산읍 중도리 531-1,2일+7일,36.1004593633,127.4921845392,110,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2011,,2024-07-22,B553077,소상공인시장진흥공단
금산인삼쇼핑센타,상설장,충청남도 금산군 금산읍 인삼광장로 47,충청남도 금산군 금산읍 중도리 9-1,매일,36.1015070275,127.4989588304,55,농산물,,,Y,Y,1993,041-751-2006,2024-07-22,B553077,소상공인시장진흥공단
금산약초시장,상설장,충청남도 금산군 비단로 144,충청남도 금산군 중도리 31,매일,34.74180106,127.7286285,33,농산물+가공식품,,,Y,Y,1992,041-751-2089,2024-07-22,B553077,소상공인시장진흥공단
강경대흥시장,상설장+5일장,충청남도 논산시 강경읍 대흥로 23- 1,충청남도 논산시 강경읍 대흥리 17-8,4일+9일,36.1559786621,127.0136750462,105,농산물+축산물+수산물,,,Y,Y,1955,041-7745-5130,2024-07-22,B553077,소상공인시장진흥공단
강경젓갈시장,상설장,충청남도 논산시 강경읍 금백로 45,충청남도 논산시 강경읍 황산리 198,매일,36.1575562492,127.0098062990,130,수산물+가공식품,,https://kangkyoung.onmam.com,Y,N,1989,,2024-07-22,B553077,소상공인시장진흥공단
화지중앙시장,상설장,충청남도 논산시 중앙로492번길 20,충청남도 논산시 화지동 49,매일,36.2069087724,127.0852756149,314,농산물+축산물+수산물+의류,,http://sijangnonsan.mf24.net,Y,Y,1950,041-735-3311,2024-07-22,B553077,소상공인시장진흥공단
연산전통시장,상설장+5일장,충청남도 논산시 연산면 연산4길 10-8,충청남도 논산시 연산면 연산리 394-1,5일+10일,36.2162696629,127.2164929369,55,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1911,,2024-07-22,B553077,소상공인시장진흥공단
신평시장,상설장+5일장,충청남도 당진시 신평면 신평로 804-1,충청남도 당진시 신평면 금천리 360-4,5일+10일,36.8835317100,126.7759736000,72,농산물+축산물+가공식품+신발+가정용품+음식점,,,N,N,1927,,2024-07-22,B553077,소상공인시장진흥공단
당진전통시장,상설장+5일장,충청남도 당진시 당진시장길 100,충청남도 당진시 읍내동 145-13,5일+10일,36.8899307895,126.6296070788,192,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1974,041-357-4223,2024-07-22,B553077,소상공인시장진흥공단
합덕전통시장,상설장+5일장,충청남도 당진시 합덕읍 버그내2길 128-42,충청남도 당진시 합덕읍 운산리 253-47,1일+6일,36.8061660278,126.7719699195,64,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1985,,2024-07-22,B553077,소상공인시장진흥공단
연수구옥련시장,상설장,인천광역시 연수구 독배로 40번길 35,인천광역시 연수구 옥련동 462-32,매일,37.4246218467,126.6468300199,81,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+화장품 미용실,,,N,N,1996,032-831-8640,2024-07-22,B553077,소상공인시장진흥공단
연수송도역전시장,상설장,인천광역시 연수구 한나루로196번길 14,인천광역시 연수구 옥련동 308-18,매일,37.4264575431,126.6576942088,68,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+미용실,,,Y,N,1960,,2024-07-22,B553077,소상공인시장진흥공단
신흥시장,상설장,인천광역시 중구 도원로 15-1,인천광역시 중구 선화동 29-10,매일,37.4660600673,126.6366239827,55,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,,,2024-07-22,B553077,소상공인시장진흥공단
신포시장,상설장,인천광역시 중구 우현로49번길 11-5,인천광역시 중구 신포동 3-2,매일,37.4714621900,126.6278120000,134,농산물+수산물+가공식품,,,Y,Y,,032-764-0415,2024-07-22,B553077,소상공인시장진흥공단
인천종합어시장,상설장,인천광역시 중구 연안부두로 33번길 37,인천광역시 중구 항동7가 27-69,매일,37.4541364900,126.6071645000,505,농산물+수산물+가공식품+신발+음식점,,www.asijang.com,Y,Y,,032-888-4241,2024-07-22,B553077,소상공인시장진흥공단
법동시장,상설장,대전광역시 대덕구 계족로 608번길 23 법동,대전광역시 대덕구 법동 200-7,매일,36.3662246372,127.4315732767,66,농산물+축산물,,http://bdsj.modoo.at,Y,Y,2005,042-627-2123,2024-07-22,B553077,소상공인시장진흥공단
신탄진시장,상설장+5일장,대전광역시 대덕구 석봉로43번길 37,대전광역시 대덕구 석봉동 417-43,3일+8일,36.4491534192,127.4265065017,150,농산물+수산물+가공식품,,,Y,Y,2005,042-934-9195,2024-07-22,B553077,소상공인시장진흥공단
송촌시장,상설장,대전광역시 대덕구 동춘당로 83,대전광역시 대덕구 송촌동 476-1,매일,36.3646384402,127.4398640180,38,음식점,,,Y,Y,2005,042-621-5520,2024-07-22,B553077,소상공인시장진흥공단
중리시장,상설장,대전광역시 대덕구 중리북로31번길 26,대전광역시 대덕구 중리동 372-6,매일,36.3655895438,127.4263885062,171,농산물+축산물+수산물+가공식품+가정용품,,,Y,Y,2005,042-623-1041,2024-07-22,B553077,소상공인시장진흥공단
가양시장,상설장,대전광역시 동구 매봉로 18,대전광역시 동구 가양동 434,매일,36.3462632919,127.4431992609,22,농산물+수산물+가공식품+가정용품,,,Y,Y,1979,,2024-07-22,B553077,소상공인시장진흥공단
신도시장,상설장,대전광역시 동구 흥룡로37번길 12,대전광역시 동구 가양동 38-5,매일,36.3495205981,127.4471140083,70,농산물+축산물+음식점,,,Y,Y,1982,042-622-7078,2024-07-22,B553077,소상공인시장진흥공단
용운시장,상설장,대전광역시 동구 용운로 164번길 일원,대전광역시 동구 용운동 305-14,매일,36.3278162090,127.4605847085,55,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1989,042-274-1113,2024-07-22,B553077,소상공인시장진흥공단
중앙종합시장,상설장,대전광역시 동구 중교로 119 원동,대전광역시 동구 원동 65-7,매일,36.3285919650,127.4322020508,84,의류,,,Y,Y,1985,042-257-3713,2024-07-22,B553077,소상공인시장진흥공단
신중앙시장,상설장,대전광역시 동구 중앙로200번길 85,대전광역시 동구 원동 40- 1,매일,36.3272971014,127.4336349196,80,가정용품,,,Y,Y,1975,042-256-2157,2024-07-22,B553077,소상공인시장진흥공단
자유도매시장,상설장,대전광역시 동구 중앙로 200번길 40,대전광역시 동구 원동 64-1,매일,36.3292367441,127.4320061425,102,의류+가정용품,,,Y,Y,1981,041-221-0711,2024-07-22,B553077,소상공인시장진흥공단
중앙도매시장,상설장,대전광역시 동구 대전로 783,대전광역시 동구 원동 51-1,매일,36.3295603264,127.4331847031,74,원단,,,Y,Y,1973,042-257-7093,2024-07-22,B553077,소상공인시장진흥공단
중앙메가프라자,상설장,대전광역시 동구 중앙로 200번길 99,대전광역시 동구 원동 42-1,매일,36.3267298982,127.4339584240,151,원단,,,Y,Y,1973,042-253-1550,2024-07-22,B553077,소상공인시장진흥공단
전통중앙도매상가,상설장,대전광역시 동구 대전로 785,대전광역시 동구 원동 20-49,매일,36.3298263627,127.4337040651,148,가정용품,,,Y,Y,2011,042-222-2989,2024-07-22,B553077,소상공인시장진흥공단
정원시장,상설장,대전광역시 동구 중앙로 194번길 33,대전광역시 동구 원동 64-1,매일,36.3291063491,127.4316554886,90,농산물+축산물,,,Y,Y,2017,042-253-7782,2024-07-22,B553077,소상공인시장진흥공단
대전상가시장,상설장,대전광역시 동구 충무로 185,대전광역시 동구 인동 52-1,매일,36.3217881268,127.4366520593,25,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1973,042-284-0052,2024-07-22,B553077,소상공인시장진흥공단
인동시장,상설장,대전광역시 동구 대전천동로 452,대전광역시 동구 인동 30-2,매일,36.3225318609,127.4359134126,49,농산물+축산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1973,042-282-1010,2024-07-22,B553077,소상공인시장진흥공단
대전도매시장,상설장,대전광역시 동구 대전로 785번길,대전광역시 동구 중동 76-1,매일,36.3302022956,127.4329190645,43,농산물+가공식품+의류+가정용품+소매업,,,Y,Y,1962,042-257-3752,2024-07-22,B553077,소상공인시장진흥공단
중앙상가시장,상설장,대전광역시 동구 대전로791번길 38,대전광역시 동구 중동 28-45,매일,36.3296151706,127.4311263742,200,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1962,042-257-3752,2024-07-22,B553077,소상공인시장진흥공단
한민시장,상설장,대전광역시 서구 도솔로 308번길 27,대전광역시 서구 괴정동 88-34,매일,36.3346214947,127.3840014870,240,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,https://hanmin-market.co.kr,Y,Y,1981,042-522-9094,2024-07-22,B553077,소상공인시장진흥공단
도마큰시장,상설장,대전광역시 서구 도마4길 71,대전광역시 서구 도마동 132-13,매일,36.3158060201,127.3813666302,430,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,www.domabigmatket.com,Y,Y,1972,042-531-8889,2024-07-22,B553077,소상공인시장진흥공단
송강전통시장,상설장,대전광역시 유성구 구즉로 74-7,대전광역시 유성구 송강동 49-10,매일,36.4351997464,127.3866080759,57,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,,042-932-3113,2024-07-22,B553077,소상공인시장진흥공단
문창전통시장,상설장,대전광역시 중구 보문로 20번길 22,대전광역시 중구 문창동 116-8,매일,36.3155106088,127.4381798951,204,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1967,042-272-8903,2024-07-22,B553077,소상공인시장진흥공단
부사전통시장,상설장,대전광역시 중구 대종로316번길 16,대전광역시 중구 부사동 148-6,매일,36.3141414289,127.4353735185,48,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1990,,2024-07-22,B553077,소상공인시장진흥공단
